Participant ID,Age,County,Marital Status,Education Level,Occupation,Monthly Income,Monthly Savings,Savings Group Member,Owns Business,Business Type,Main Business Challenge,Smartphone Access,Internet Access,Number of Dependents,Monthly Health Expenses,Health Insurance,Caregiving in hours/Week,Training Received
752664,42,Wajir,Married,Diploma,Civil servant,44516,7000,Yes,No,Agriculture,No Challenge,Yes,Yes,3,2762,No,41,No
554589,45,Nyeri,Married,KCPE,Farmer,17704,0,No,No,Agriculture,No Challenge,Yes,Yes,5,1903,No,35,No
717075,46,Narok,Married,KCSE,Vendor,22043,4800,Yes,Yes,Agriculture,High Competition,No,No,4,1879,No,46,No
227948,54,Kisii,Married,Certificate,Shop Attendant,27614,1700,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1721,Yes,60,No
679304,52,Kakamega,Divorced,KCSE,Vendor,22043,1700,No,No,Agriculture,No Challenge,No,Yes,3,1462,No,22,Yes
502690,35,Kakamega,Married,KCSE,Vendor,22043,1300,Yes,No,Agriculture,No Challenge,No,No,1,1529,No,53,No
599046,34,Nyeri,Married,Diploma,Shop Attendant,20881,1500,Yes,No,Agriculture,No Challenge,No,No,4,1549,No,47,Yes
551269,38,Nyeri,Single,KCSE,Farmer,33442,6100,No,No,Agriculture,No Challenge,Yes,Yes,6,1903,Yes,33,No
121959,41,Machakos,Married,Certificate,beauty,16145,2400,Yes,Yes,Agriculture,High Competition,No,No,8,2289,No,44,No
760890,42,Machakos,Married,Diploma,Civil servant,55431,10000,Yes,No,Agriculture,No Challenge,No,Yes,4,1226,No,22,No
850216,49,Nyeri,Married,KCSE,Farmer,29595,2300,Yes,No,Agriculture,No Challenge,Yes,Yes,2,1803,No,35,No
890180,30,Nairobi,Married,Diploma,Civil servant,60056,6400,Yes,No,Agriculture,No Challenge,No,No,4,1813,No,30,No
328576,28,Wajir,Divorced,Certificate,Small Business,26192,2100,Yes,Yes,Agriculture,High Taxes,No,No,5,2657,No,26,No
637833,42,Mombasa,Married,Diploma,Small Business,24720,0,No,No,Agriculture,No Challenge,No,No,4,2260,No,38,Yes
265838,50,Kakamega,Married,KCSE,Small Business,31504,4200,No,Yes,Agriculture,Poor infrastructure,Yes,Yes,5,1648,No,21,Yes
435674,36,Nakuru,Married,Graduate,Civil servant,41597,0,No,No,Agriculture,No Challenge,Yes,No,4,1917,Yes,28,No
979989,48,Wajir,Married,KCPE,Farmer,18882,0,No,No,Agriculture,No Challenge,No,No,5,1984,Yes,54,No
161087,38,Mombasa,Married,Diploma,corperative worker,45028,0,No,No,Agriculture,No Challenge,Yes,Yes,5,2005,Yes,49,Yes
693128,57,Mombasa,Married,KCSE,Small Business,24213,2500,Yes,No,Agriculture,No Challenge,Yes,Yes,3,2475,No,52,Yes
218451,58,Nairobi,Single,KCSE,Small Business,24994,1700,No,No,Agriculture,No Challenge,No,No,3,1878,Yes,28,No
547600,39,Wajir,Married,KCPE,Casual Labour,7959,1200,Yes,No,Agriculture,No Challenge,No,No,4,1468,No,54,No
937437,37,Nakuru,Married,KCSE,Vendor,16894,0,No,No,Agriculture,No Challenge,No,No,7,1965,Yes,32,No
539792,42,Kisii,Married,KCSE,Farmer,19727,0,No,No,Agriculture,No Challenge,Yes,Yes,6,1485,No,55,No
139353,38,Kisii,Married,KCSE,Vendor,15261,3000,No,No,Agriculture,No Challenge,Yes,Yes,1,1341,No,22,No
293075,49,Mombasa,Married,KCSE,Small Business,36409,4100,Yes,No,Agriculture,No Challenge,Yes,Yes,1,1916,Yes,37,No
314283,55,Nyeri,Married,KCSE,Farmer,20704,0,No,No,Agriculture,No Challenge,Yes,Yes,3,1531,No,28,No
414877,49,Nakuru,Married,KCSE,Farmer,25455,0,No,No,Agriculture,No Challenge,No,No,3,1944,No,20,No
165318,55,Nakuru,Married,KCSE,Casual Labour,11017,0,No,Yes,Casual jobs,Low Customers,No,No,3,2266,No,20,No
865313,42,Kakamega,Married,Diploma,Small Business,36941,0,No,No,Agriculture,No Challenge,Yes,Yes,2,1382,Yes,53,No
582690,35,Narok,Married,Certificate,Shop Attendant,26997,3800,Yes,No,Agriculture,No Challenge,Yes,No,3,1243,No,55,Yes
516880,51,Nairobi,Married,KCPE,Casual Labour,13664,800,Yes,No,Agriculture,No Challenge,Yes,Yes,2,1290,No,22,No
691460,41,Kakamega,Widowed,KCSE,Vendor,16740,0,No,No,Agriculture,No Challenge,No,No,5,2689,Yes,24,No
840976,49,Nakuru,Married,Certificate,Small Business,31683,0,No,Yes,Casual jobs,Low Customers,Yes,Yes,5,1298,Yes,29,Yes
881239,44,Kisumu,Widowed,KCPE,Unemployed,3819,700,Yes,No,Agriculture,No Challenge,No,No,3,2521,No,50,No
193264,31,Nyeri,Married,KCSE,Vendor,14242,0,No,No,Agriculture,No Challenge,No,Yes,4,2727,Yes,47,Yes
870746,66,Nakuru,Widowed,KCSE,Farmer,29310,3300,Yes,No,Agriculture,No Challenge,Yes,Yes,3,1267,No,59,No
913168,35,Nairobi,Married,Graduate,Civil servant,45791,4300,Yes,No,Agriculture,No Challenge,Yes,Yes,3,1821,No,47,No
325281,66,Nakuru,Married,KCSE,Casual Labour,18170,1300,Yes,No,Agriculture,No Challenge,No,No,3,2048,No,27,No
737147,64,Wajir,Widowed,Certificate,Small Business,22043,2700,Yes,No,Agriculture,No Challenge,Yes,No,4,1192,Yes,30,Yes
998613,53,Nairobi,Married,KCSE,Small Business,23366,1300,Yes,No,Agriculture,No Challenge,Yes,Yes,5,1796,Yes,60,No
494070,49,Machakos,Married,Certificate,fashion,16836,1000,No,Yes,Casual jobs,No Capital,No,No,5,1681,No,36,No
452228,46,Nairobi,Single,KCSE,Vendor,16627,1300,No,No,Agriculture,No Challenge,No,Yes,3,1785,Yes,43,No
531839,56,Mombasa,Married,KCSE,Farmer,33296,0,No,No,Agriculture,No Challenge,Yes,Yes,5,1835,Yes,51,No
369536,39,Narok,Married,KCSE,Vendor,20939,1300,Yes,No,Agriculture,No Challenge,No,No,4,2076,No,55,Yes
417824,44,Mombasa,Married,Diploma,Civil servant,55104,3500,Yes,No,Agriculture,No Challenge,Yes,Yes,5,1352,Yes,48,No
357426,48,Narok,Married,KCPE,Casual Labour,22133,2300,Yes,No,Agriculture,No Challenge,No,No,3,2859,No,26,No
277789,42,Narok,Married,KCSE,Small Business,13555,0,No,No,Agriculture,No Challenge,No,No,3,1527,No,42,Yes
613153,43,Narok,Widowed,Certificate,Small Business,21019,2800,No,Yes,beauty,Low Customers,Yes,Yes,4,2753,No,35,No
842452,40,Kisii,Married,KCSE,Unemployed,6140,600,Yes,No,Agriculture,No Challenge,No,No,2,2028,No,47,No
937291,46,Narok,Married,KCSE,Farmer,21126,1900,Yes,No,Agriculture,No Challenge,No,No,4,2025,No,57,No
225657,56,Nakuru,Married,KCSE,Farmer,22295,0,No,No,Agriculture,No Challenge,Yes,Yes,7,2515,No,34,No
335167,36,Kisumu,Single,KCSE,Casual Labour,14354,2200,No,Yes,beauty,High Competition,Yes,No,8,2414,Yes,23,No
781669,60,Nairobi,Married,KCSE,Vendor,23326,0,No,No,Agriculture,No Challenge,No,No,3,1476,Yes,34,No
580671,50,Kisumu,Single,Diploma,Shop Attendant,19788,0,No,No,Agriculture,No Challenge,Yes,Yes,2,2046,Yes,46,Yes
819094,55,Machakos,Married,KCPE,Farmer,26233,0,No,No,Agriculture,No Challenge,Yes,No,3,1781,Yes,59,No
170467,46,Nakuru,Married,Diploma,Shop Attendant,28700,4800,No,Yes,fashion,High Taxes,Yes,Yes,9,1766,Yes,44,Yes
283734,53,Narok,Married,KCSE,Small Business,31680,5500,No,Yes,fashion,Poor infrastructure,Yes,Yes,4,1121,Yes,20,Yes
722794,26,Kisii,Married,KCSE,Small Business,28842,5600,Yes,Yes,Agriculture,Low Customers,Yes,Yes,3,1807,No,47,No
209751,54,Kakamega,Married,KCSE,Farmer,18248,3200,Yes,No,Agriculture,No Challenge,No,No,2,1309,No,31,No
481050,29,Mombasa,Married,Certificate,Small Business,21807,0,No,No,Agriculture,No Challenge,No,No,5,1518,Yes,22,No
911774,58,Wajir,Married,KCPE,Casual Labour,16754,0,No,No,Agriculture,No Challenge,Yes,Yes,2,1103,Yes,40,No
792517,66,Nairobi,Married,Certificate,Small Business,17562,1700,Yes,No,Agriculture,No Challenge,Yes,Yes,6,1659,No,46,No
561079,39,Kisumu,Married,Certificate,fashion,39068,0,No,No,Agriculture,No Challenge,No,No,5,2526,Yes,44,No
468452,37,Nakuru,Married,KCSE,Farmer,22518,0,No,Yes,Agriculture,No Challenge,No,Yes,7,2229,No,48,No
206081,52,Kakamega,Married,KCSE,Vendor,26877,3100,No,Yes,Agriculture,No Capital,No,No,5,1239,Yes,46,No
658986,56,Nyeri,Married,Diploma,corperative worker,62243,12300,Yes,No,Agriculture,No Challenge,Yes,Yes,1,2096,No,33,No
210078,32,Wajir,Widowed,KCSE,Small Business,30804,4300,No,No,Agriculture,No Challenge,Yes,Yes,2,2184,No,31,No
967055,33,Nyeri,Married,Diploma,corperative worker,55389,0,No,Yes,Casual jobs,High Competition,No,No,1,1986,No,25,No
122671,64,Mombasa,Married,KCSE,Vendor,15350,0,No,No,Agriculture,No Challenge,No,No,2,1257,Yes,34,Yes
518400,49,Machakos,Married,Certificate,Shop Attendant,19608,3500,No,No,Agriculture,No Challenge,No,No,4,1979,No,20,No
455528,56,Nyeri,Married,KCSE,Farmer,21197,3100,Yes,No,Agriculture,No Challenge,Yes,No,5,1463,Yes,34,No
151663,49,Machakos,Married,Diploma,Small Business,23184,2200,Yes,No,Agriculture,No Challenge,Yes,Yes,5,2017,No,33,No
115708,47,Mombasa,Married,Certificate,beauty,36244,0,No,No,Agriculture,No Challenge,Yes,Yes,2,1325,Yes,42,No
978338,47,Wajir,Single,KCSE,Casual Labour,10273,1700,Yes,No,Agriculture,No Challenge,No,No,3,1735,No,24,No
411955,49,Nyeri,Married,Certificate,Shop Attendant,16078,2200,Yes,No,Agriculture,No Challenge,No,No,2,1482,No,58,No
233883,46,Narok,Married,Certificate,beauty,21602,1200,Yes,No,Agriculture,No Challenge,Yes,Yes,5,2239,No,55,Yes
418394,43,Nairobi,Married,KCSE,Vendor,25611,0,No,Yes,Casual jobs,Poor infrastructure,Yes,Yes,3,2545,No,56,No
212547,39,Nyeri,Married,KCSE,Casual Labour,15710,1800,Yes,No,Agriculture,No Challenge,No,No,4,1795,Yes,47,No
659042,52,Wajir,Married,KCSE,Vendor,17727,0,No,Yes,Agriculture,High Competition,Yes,Yes,3,1763,Yes,56,No
851102,37,Nairobi,Married,Graduate,Civil servant,44037,7600,Yes,No,Agriculture,No Challenge,No,No,2,1281,Yes,38,No
862002,50,Nairobi,Divorced,KCSE,Casual Labour,19332,2300,Yes,No,Agriculture,No Challenge,No,No,5,1646,Yes,56,No
758271,48,Mombasa,Divorced,KCSE,Farmer,10628,1600,Yes,No,Agriculture,No Challenge,No,No,7,2058,No,26,No
314835,52,Nyeri,Married,KCPE,Farmer,12283,0,No,Yes,fashion,No Capital,No,No,0,2649,No,39,No
501896,37,Kakamega,Married,KCSE,Farmer,19682,2100,Yes,Yes,Retail,High Competition,No,No,1,2238,No,30,No
184896,30,Narok,Single,KCSE,Unemployed,3516,0,No,No,Agriculture,No Challenge,No,No,4,1645,No,22,No
577095,34,Mombasa,Married,KCSE,Vendor,20506,0,No,No,Agriculture,No Challenge,Yes,Yes,7,1995,No,43,Yes
171295,47,Kakamega,Married,Graduate,Civil servant,52608,0,No,No,Agriculture,No Challenge,Yes,No,4,2912,No,40,No
843974,56,Kakamega,Single,Graduate,Small Business,21681,0,No,No,Agriculture,No Challenge,No,No,3,1201,No,48,Yes
987121,29,Kisumu,Married,KCSE,Unemployed,22043,300,Yes,No,Agriculture,No Challenge,No,Yes,6,1528,No,26,No
373255,51,Machakos,Married,KCSE,Small Business,22967,0,No,No,Agriculture,No Challenge,No,No,6,1281,No,30,Yes
399648,40,Kisii,Single,Diploma,Small Business,20584,2700,No,No,Agriculture,No Challenge,No,No,0,1957,No,34,No
757162,44,Nakuru,Married,KCSE,Farmer,16562,0,No,No,Agriculture,No Challenge,Yes,No,6,2311,No,40,No
108155,60,Nakuru,Married,Certificate,Small Business,30841,4800,Yes,No,Agriculture,No Challenge,Yes,Yes,3,1618,Yes,31,No
566872,40,Machakos,Married,Diploma,Civil servant,43159,4100,Yes,No,Agriculture,No Challenge,Yes,Yes,1,1651,Yes,60,No
925816,43,Machakos,Married,Certificate,beauty,31331,4400,Yes,No,Agriculture,No Challenge,Yes,Yes,2,1544,No,41,No
474705,26,Kakamega,Married,KCSE,Small Business,29014,5500,Yes,Yes,beauty,No Capital,Yes,Yes,4,1855,No,45,No
671542,31,Nairobi,Single,Diploma,Small Business,22234,2300,Yes,No,Agriculture,No Challenge,Yes,No,6,1355,No,29,Yes
908350,38,Kakamega,Married,Diploma,Civil servant,45521,8800,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1433,Yes,42,No
710269,28,Mombasa,Married,Certificate,beauty,26907,5300,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1284,No,59,No
654594,48,Kisii,Widowed,KCSE,Vendor,24333,0,No,No,Agriculture,No Challenge,Yes,Yes,5,1378,No,41,No
247718,43,Kisumu,Married,Diploma,corperative worker,56322,6500,Yes,No,Agriculture,No Challenge,Yes,Yes,3,2315,Yes,37,No
408987,46,Kakamega,Married,KCSE,Casual Labour,14343,0,No,No,Agriculture,No Challenge,No,No,5,1424,No,45,No
745263,35,Machakos,Married,KCSE,Casual Labour,16647,0,No,Yes,Agriculture,No Capital,No,No,5,1754,Yes,24,No
458745,39,Nairobi,Married,KCSE,Casual Labour,13125,2000,Yes,No,Agriculture,No Challenge,Yes,Yes,2,2050,No,49,No
207512,49,Nyeri,Widowed,Graduate,Civil servant,49680,5800,No,No,Agriculture,No Challenge,Yes,Yes,3,1434,Yes,46,No
247443,63,Nakuru,Married,Diploma,Civil servant,60095,0,No,No,Agriculture,No Challenge,Yes,No,7,1714,Yes,22,No
570587,29,Kisii,Married,Certificate,beauty,27614,3600,Yes,No,Agriculture,No Challenge,Yes,Yes,7,1462,No,21,No
473616,58,Nyeri,Married,KCSE,Unemployed,2219,100,Yes,No,Agriculture,No Challenge,No,No,7,2494,No,56,Yes
757409,46,Wajir,Married,KCSE,Small Business,31609,2200,Yes,No,Agriculture,No Challenge,Yes,Yes,4,1191,No,41,Yes
786976,46,Machakos,Married,Diploma,Civil servant,59540,0,No,Yes,Agriculture,High Taxes,Yes,Yes,6,1886,Yes,42,No
465871,44,Kakamega,Married,KCSE,Vendor,14682,1300,No,No,Agriculture,No Challenge,No,No,7,2403,No,22,No
475037,31,Kisumu,Married,Diploma,Civil servant,45870,6500,Yes,No,Agriculture,No Challenge,Yes,Yes,3,2198,Yes,38,Yes
907364,32,Nairobi,Married,KCSE,Small Business,24593,2000,No,No,Agriculture,No Challenge,No,No,2,1483,No,25,Yes
217796,47,Kisumu,Married,Certificate,fashion,20070,0,No,No,Agriculture,No Challenge,Yes,Yes,4,1821,No,51,No
391999,40,Nyeri,Married,Diploma,Civil servant,43883,8300,No,No,Agriculture,No Challenge,Yes,Yes,1,1249,No,21,Yes
292506,59,Nairobi,Single,KCSE,Vendor,17939,0,No,No,Agriculture,No Challenge,No,No,4,1529,Yes,30,No
798376,42,Narok,Married,KCPE,Farmer,16017,1300,Yes,No,Agriculture,No Challenge,No,No,0,1641,No,45,No
369544,34,Nakuru,Married,KCSE,Small Business,26197,4000,Yes,No,Agriculture,No Challenge,No,No,3,1273,No,40,No
480002,50,Machakos,Widowed,Diploma,Small Business,22043,0,No,Yes,Agriculture,Low Customers,Yes,Yes,4,1409,Yes,49,No
798002,44,Wajir,Married,Certificate,Shop Attendant,13667,2700,Yes,Yes,Agriculture,Poor infrastructure,No,Yes,3,2314,Yes,29,Yes
639439,45,Nyeri,Married,Certificate,Shop Attendant,22043,2600,Yes,No,Agriculture,No Challenge,No,No,4,1736,No,31,Yes
690978,50,Kakamega,Married,KCSE,Casual Labour,13106,0,No,No,Agriculture,No Challenge,Yes,Yes,3,2583,No,43,No
630583,53,Wajir,Married,Certificate,Shop Attendant,17533,0,No,Yes,Casual jobs,High Taxes,Yes,Yes,6,2005,No,55,No
488215,49,Kisumu,Married,KCSE,Small Business,25997,0,No,No,Agriculture,No Challenge,Yes,Yes,5,2158,No,50,No
421184,49,Nakuru,Married,Graduate,Civil servant,47480,6800,Yes,No,Agriculture,No Challenge,Yes,Yes,4,2180,No,28,Yes
898615,44,Wajir,Married,KCSE,Small Business,30797,0,No,Yes,cooperation,No Capital,Yes,Yes,5,2152,Yes,41,No
522515,39,Wajir,Single,KCSE,Vendor,22577,0,No,Yes,Agriculture,Low Customers,No,No,6,1409,No,45,Yes
768234,24,Kisumu,Married,KCSE,Farmer,25404,4000,Yes,No,Agriculture,No Challenge,Yes,No,3,1711,No,22,No
478480,38,Wajir,Married,KCSE,Small Business,28617,0,No,Yes,fashion,High Competition,Yes,Yes,0,2429,Yes,58,No
132711,37,Kisii,Married,Certificate,beauty,15639,1800,Yes,Yes,Agriculture,No Capital,Yes,Yes,9,1864,Yes,31,No
891971,49,Nairobi,Married,KCSE,Farmer,21019,1900,Yes,Yes,Casual jobs,High Competition,No,No,1,1629,Yes,53,No
601157,48,Kisii,Divorced,Diploma,Civil servant,45757,0,No,No,Agriculture,No Challenge,Yes,Yes,1,1119,Yes,25,No
284423,47,Kisumu,Married,KCSE,Vendor,15870,0,No,Yes,food Vendoring,Poor infrastructure,No,Yes,3,1915,Yes,60,Yes
616349,26,Mombasa,Married,KCSE,Unemployed,403,0,No,No,Agriculture,No Challenge,No,No,2,2437,No,42,No
803714,51,Nakuru,Married,Certificate,Shop Attendant,17841,0,No,No,Agriculture,No Challenge,Yes,Yes,5,1451,Yes,33,No
757917,40,Nairobi,Married,Certificate,beauty,20439,0,No,No,Agriculture,No Challenge,Yes,No,6,2877,No,43,No
924792,49,Kakamega,Married,KCSE,Small Business,27836,0,No,No,Agriculture,No Challenge,Yes,Yes,5,1458,No,60,Yes
837378,46,Kakamega,Married,Graduate,Small Business,34950,6000,No,No,Agriculture,No Challenge,Yes,Yes,2,1864,Yes,56,No
233272,40,Nyeri,Single,Certificate,Small Business,26915,0,No,No,Agriculture,No Challenge,Yes,Yes,5,1751,Yes,27,No
867836,34,Nairobi,Married,KCPE,Unemployed,6475,1000,Yes,No,Agriculture,No Challenge,Yes,No,2,2170,No,39,Yes
802335,32,Kisumu,Married,KCSE,Small Business,22456,0,No,Yes,cooperation,No Capital,No,No,4,1762,No,41,Yes
907789,55,Nyeri,Married,KCSE,Small Business,22447,0,No,No,Agriculture,No Challenge,Yes,Yes,2,1589,No,50,No
743409,59,Kakamega,Widowed,Diploma,Civil servant,48905,5200,Yes,Yes,cooperation,High Competition,Yes,No,4,2651,Yes,26,No
177505,48,Kisii,Married,KCSE,Small Business,40072,5400,Yes,Yes,Agriculture,No Capital,No,No,1,1862,Yes,56,No
102869,32,Narok,Married,KCSE,Casual Labour,16939,0,No,No,Agriculture,No Challenge,Yes,Yes,1,1210,Yes,28,No
881474,42,Kakamega,Married,KCPE,Farmer,22990,1900,Yes,Yes,Casual jobs,Poor infrastructure,Yes,No,2,1707,No,48,No
554351,51,Kisii,Married,KCSE,Vendor,23181,0,No,No,Agriculture,No Challenge,No,No,2,1777,No,36,Yes
412252,53,Mombasa,Single,Certificate,Small Business,32258,5300,Yes,Yes,fashion,High Competition,No,No,3,1183,Yes,43,No
736584,33,Kisumu,Married,Certificate,Shop Attendant,22790,0,No,Yes,Agriculture,Low Customers,Yes,Yes,4,2024,No,35,No
718467,23,Machakos,Single,KCPE,Casual Labour,19851,0,No,No,Agriculture,No Challenge,Yes,Yes,7,1754,Yes,54,No
190272,50,Mombasa,Married,KCSE,Farmer,10360,1900,Yes,No,Agriculture,No Challenge,No,No,3,1337,No,52,No
138467,41,Mombasa,Married,KCSE,Farmer,27889,2700,Yes,Yes,Retail,Low Customers,No,No,3,1588,No,36,No
909760,38,Kakamega,Married,Certificate,Shop Attendant,16821,0,No,Yes,Casual jobs,No Capital,Yes,Yes,8,1776,Yes,52,No
977844,26,Kisumu,Married,Diploma,Civil servant,60056,6600,Yes,Yes,Agriculture,Low Customers,Yes,Yes,3,2381,No,44,No
580047,45,Nairobi,Married,KCPE,Farmer,16892,0,No,No,Agriculture,No Challenge,Yes,Yes,4,1728,No,46,Yes
759347,56,Wajir,Single,KCSE,Vendor,18565,1500,Yes,No,Agriculture,No Challenge,Yes,Yes,2,2462,No,56,No
158871,62,Mombasa,Married,KCSE,Casual Labour,21381,0,No,No,Agriculture,No Challenge,No,No,2,1763,No,36,No
228391,46,Nyeri,Married,Diploma,Civil servant,34938,0,No,Yes,Retail,High Taxes,Yes,Yes,2,1969,Yes,52,No
539430,45,Kisii,Married,KCSE,Casual Labour,17898,2600,Yes,No,Agriculture,No Challenge,Yes,Yes,3,1935,Yes,50,Yes
710704,31,Nairobi,Single,KCSE,Casual Labour,14032,1800,Yes,Yes,Agriculture,Poor infrastructure,Yes,Yes,4,2098,No,25,Yes
956703,46,Kisumu,Married,KCSE,Casual Labour,8742,1600,Yes,No,Agriculture,No Challenge,No,No,5,1707,No,48,No
930496,41,Machakos,Married,KCSE,Small Business,42395,0,No,No,Agriculture,No Challenge,Yes,Yes,5,1683,Yes,23,No
356687,47,Narok,Married,Certificate,Shop Attendant,15567,1500,Yes,No,Agriculture,No Challenge,No,No,5,1467,Yes,53,No
825451,42,Nairobi,Married,KCPE,Vendor,22637,2900,Yes,No,Agriculture,No Challenge,Yes,No,2,1848,Yes,37,No
207450,38,Machakos,Married,KCSE,Casual Labour,13958,0,No,Yes,Casual jobs,High Competition,No,No,4,2042,No,43,Yes
271890,32,Kakamega,Married,Certificate,Shop Attendant,23603,3700,Yes,No,Agriculture,No Challenge,No,No,2,1515,No,41,No
538741,40,Nakuru,Married,KCSE,Casual Labour,17968,0,No,Yes,Agriculture,High Taxes,No,No,2,1480,No,21,No
381974,32,Wajir,Married,KCSE,Farmer,22267,0,No,No,Agriculture,No Challenge,Yes,Yes,4,1431,No,44,No
500109,35,Kakamega,Married,KCSE,Casual Labour,21531,0,No,Yes,Agriculture,No Capital,Yes,Yes,6,1245,No,40,No
216381,65,Kisumu,Married,Certificate,Shop Attendant,15268,1800,No,No,Agriculture,No Challenge,Yes,Yes,9,2497,No,58,No
573125,44,Nakuru,Married,KCPE,Casual Labour,18684,1700,No,No,Agriculture,No Challenge,Yes,No,2,2477,Yes,38,No
671621,45,Machakos,Married,Diploma,corperative worker,50755,0,No,Yes,Retail,No Capital,Yes,No,7,1390,No,44,No
234508,57,Nakuru,Married,KCSE,Small Business,24468,2900,Yes,Yes,fashion,High Taxes,Yes,No,7,2257,No,55,No
829650,67,Narok,Married,KCSE,Farmer,20833,1300,No,Yes,Retail,High Taxes,Yes,Yes,7,1654,No,20,No
962645,46,Nyeri,Married,Diploma,Small Business,31626,0,No,No,Agriculture,No Challenge,Yes,Yes,4,1871,No,34,No
499111,54,Nyeri,Married,Diploma,corperative worker,52775,1300,Yes,No,Agriculture,No Challenge,Yes,Yes,1,1826,No,44,Yes
250810,40,Kakamega,Married,KCSE,Vendor,15470,0,No,Yes,Casual jobs,Poor infrastructure,Yes,Yes,3,2045,No,29,No
392890,39,Kakamega,Married,Diploma,corperative worker,34586,0,No,No,Agriculture,No Challenge,Yes,Yes,4,1913,Yes,37,No
673665,42,Kisumu,Married,KCSE,Casual Labour,10585,1100,Yes,Yes,Agriculture,No Capital,No,No,2,1509,No,28,No
940477,49,Kisumu,Married,Certificate,Shop Attendant,17633,0,No,No,Agriculture,No Challenge,Yes,Yes,6,1635,No,21,No
460032,49,Kisii,Married,KCPE,Unemployed,1570,0,No,No,Agriculture,No Challenge,No,No,2,1618,Yes,42,No
469599,40,Narok,Married,KCSE,Farmer,20673,0,No,No,Agriculture,No Challenge,Yes,Yes,4,2544,No,27,No
760960,34,Kisumu,Divorced,KCSE,Farmer,19225,3300,No,No,Agriculture,No Challenge,No,No,2,1210,Yes,25,No
850020,48,Mombasa,Married,KCSE,Vendor,24934,2100,Yes,No,Agriculture,No Challenge,Yes,Yes,6,2191,No,40,No
979611,33,Narok,Widowed,KCSE,Unemployed,4316,0,No,No,Agriculture,No Challenge,No,No,2,1711,Yes,26,Yes
271836,46,Kisii,Married,KCSE,Farmer,15939,0,No,No,Agriculture,No Challenge,Yes,No,1,2107,Yes,45,No
829903,50,Nyeri,Married,Graduate,Small Business,31415,0,No,No,Agriculture,No Challenge,Yes,Yes,2,1557,Yes,56,No
145714,50,Nairobi,Single,KCSE,Vendor,21645,4200,Yes,No,Agriculture,No Challenge,Yes,Yes,0,1314,No,23,No
727234,52,Kisii,Married,KCSE,Small Business,37897,0,No,No,Agriculture,No Challenge,Yes,Yes,4,2234,Yes,37,No
996048,57,Kisii,Married,Certificate,Small Business,33146,0,No,Yes,Agriculture,High Competition,Yes,Yes,4,1763,Yes,29,No
730271,44,Kakamega,Divorced,KCPE,Casual Labour,16601,0,No,No,Agriculture,No Challenge,Yes,Yes,6,2252,Yes,52,Yes
566960,51,Wajir,Married,KCSE,Casual Labour,12604,1700,No,No,Agriculture,No Challenge,No,No,2,1818,No,42,Yes
811851,48,Nakuru,Married,KCSE,Small Business,28088,4000,Yes,No,Agriculture,No Challenge,No,No,4,2019,Yes,25,No
224123,36,Nyeri,Married,KCSE,Small Business,33835,2100,Yes,No,Agriculture,No Challenge,Yes,Yes,2,1516,No,26,Yes
405628,27,Nairobi,Widowed,KCSE,Civil servant,38192,5500,Yes,No,Agriculture,No Challenge,Yes,Yes,3,2018,No,59,No
182989,39,Machakos,Single,KCSE,Small Business,22043,3000,Yes,Yes,Agriculture,No Capital,No,No,5,2432,No,45,No
398356,43,Kisumu,Married,KCSE,Casual Labour,10839,0,No,No,Agriculture,No Challenge,Yes,No,6,1424,No,23,No
929957,47,Nyeri,Married,KCSE,Small Business,28885,0,No,No,Agriculture,No Challenge,Yes,No,2,2264,No,23,Yes
